Code,Name,Geographic Level,Old names,City Class,"Income
Classification","Urban / Rural
(based on 2015 Population)",2020 Population
153617029,Calocan East,Bgy,,,,R," 1,652 "
153617030,Calocan West,Bgy,,,,R," 1,200 "
153617032,Kormatan Matampay,Bgy,,,,R," 1,420 "
153617033,Daguduban,Bgy,,,,U," 5,808 "
153617035,Dansalan,Bgy,,,,U," 2,500 "
153617036,Datu Sa Dansalan,Bgy,,,,U," 3,508 "
153617037,Dayawan,Bgy,,,,R, 829 
153617039,Dimaluna,Bgy,,,,U," 6,647 "
153617040,Dulay,Bgy,,,,U," 1,779 "
153617042,Dulay West,Bgy,,,,U, 862 
153617043,East Basak,Bgy,,,,R," 1,970 "
153617044,Emie Punud,Bgy,,,,R," 2,117 "
153617045,Fort,Bgy,,,,R," 1,774 "
153617046,Gadongan,Bgy,,,,U," 1,686 "
153617048,Buadi Sacayo,Bgy,Green,,,R," 3,080 "
153617049,Guimba,Bgy,Lilod Proper,,,R," 2,186 "
153617051,Kapantaran,Bgy,,,,U," 2,338 "
153617052,Kilala,Bgy,,,,R," 1,310 "
153617057,Lilod Madaya (Pob.),Bgy,,,,U," 2,900 "
153617058,Lilod Saduc,Bgy,,,,U," 3,880 "
153617060,Lomidong,Bgy,,,,U," 5,149 "
153617062,Lumbaca Madaya (Pob.),Bgy,,,,U," 2,243 "
153617063,Lumbac Marinaut,Bgy,,,,U," 1,200 "
153617064,Lumbaca Toros,Bgy,,,,R, 601 
153617065,Malimono,Bgy,,,,R," 2,711 "
153617066,Basak Malutlut,Bgy,,,,U," 3,479 "
153617068,Gadongan Mapantao,Bgy,,,,R," 1,421 "
153617069,Amito Marantao,Bgy,,,,U," 1,472 "
153617070,Marinaut East,Bgy,,,,U," 1,108 "
153617071,Marinaut West,Bgy,,,,U," 1,798 "
153617072,Matampay,Bgy,,,,U," 3,896 "
153617074,Pantaon,Bgy,Langcaf,,,R, 710 
153617075,Mipaga Proper,Bgy,,,,R," 2,027 "
153617076,Moncado Colony,Bgy,,,,U," 3,435 "
153617077,Moncado Kadingilan,Bgy,,,,U," 5,240 "
153617079,Moriatao Loksadato,Bgy,,,,R," 2,254 "
153617080,Datu Naga,Bgy,,,,U," 2,083 "
153617083,Navarro,Bgy,Datu Saber,,,U," 3,985 "
153617085,Olawa Ambolong,Bgy,,,,R, 767 
153617086,Pagalamatan Gambai,Bgy,,,,R," 1,326 "
153617089,Pagayawan,Bgy,,,,R," 1,090 "
153617090,Panggao Saduc,Bgy,,,,U," 4,012 "
153617097,Papandayan,Bgy,,,,U," 2,291 "
153617098,Paridi,Bgy,,,,R, 877 
153617099,Patani,Bgy,,,,R," 1,749 "
153617101,Pindolonan,Bgy,,,,R," 1,066 "
153617103,Poona Marantao,Bgy,,,,R," 1,320 "
153617105,Pugaan,Bgy,,,,R," 1,562 "
153617107,Rapasun MSU,Bgy,,,,U," 4,141 "
153617109,Raya Madaya I,Bgy,,,,U," 2,173 "
153617110,Raya Madaya II,Bgy,,,,U," 1,181 "
153617111,Raya Saduc,Bgy,,,,U," 2,738 "
153617112,Rorogagus Proper,Bgy,,,,R," 5,115 "
153617113,Rorogagus East,Bgy,,,,U," 1,693 "
153617116,Sabala Manao,Bgy,,,,U," 2,499 "
153617117,Sabala Manao Proper,Bgy,,,,U," 1,128 "
153617118,Saduc Proper,Bgy,,,,U," 2,247 "
153617119,Sagonsongan,Bgy,,,,R, 800 
153617120,Sangcay Dansalan,Bgy,,,,U," 2,053 "
153617123,Somiorang,Bgy,,,,R, 633 
153617124,South Madaya Proper,Bgy,,,,R," 1,198 "
153617125,Sugod Proper,Bgy,,,,U," 2,999 "
153617126,Tampilong,Bgy,,,,R," 1,916 "
153617127,Timbangalan,Bgy,,,,R," 1,578 "
153617129,Tuca Ambolong,Bgy,,,,R," 1,501 "
153617131,Tolali,Bgy,,,,U," 2,689 "
153617133,Toros,Bgy,,,,R," 1,372 "
153617134,Tuca,Bgy,,,,R," 1,132 "
153617136,Tuca Marinaut,Bgy,,,,R," 1,247 "
153617137,Tongantongan-Tuca Timbangalan,Bgy,,,,R, 547 
153617138,Wawalayan Calocan,Bgy,,,,R," 2,589 "
153617139,Wawalayan Marinaut,Bgy,,,,R," 2,185 "
153617141,Marawi Poblacion,Bgy,,,,R," 4,450 "
153617142,Norhaya Village,Bgy,,,,U," 3,100 "
153617143,Papandayan Caniogan,Bgy,,,,R," 2,409 "
153618000,Masiu,Mun,,,5th,," 33,580 "
153618001,Abdullah Buisan,Bgy,,,,R, 789 
153618002,Caramian Alim Raya,Bgy,,,,R, 540 
153618003,Alip Lalabuan,Bgy,,,,R, 853 
153618004,Alumpang Paino Mimbalay,Bgy,,,,R, 614 
153618005,Mai Ditimbang Balindong,Bgy,,,,R, 730 
153618007,Mai Sindaoloan Dansalan,Bgy,,,,R, 700 
153618008,Lakadun,Bgy,,,,R," 1,952 "
153618018,Maranat Bontalis,Bgy,,,,R, 514 
153618023,Dalog Balut,Bgy,,,,R, 923 
153618032,Gindolongan Alabat,Bgy,,,,R, 630 
153618034,Gondarangin Asa Adigao,Bgy,,,,R, 975 
153618035,Sawir,Bgy,,,,R," 1,577 "
153618039,Moriatao-Bai Labay,Bgy,,,,R," 1,002 "
153618040,Laila Lumbac Bacon,Bgy,,,,R," 1,163 "
153618041,Lanco Dimapatoy,Bgy,,,,R, 686 
153618042,Talub Langi,Bgy,,,,R," 1,704 "
153618043,Lomigis Sucod,Bgy,,,,R, 731 
153618044,Macabangan Imbala,Bgy,,,,R, 833 
153618045,Macadaag Talaguian,Bgy,,,,R," 1,043 "
153618047,Macalupang Lumbac Caramian,Bgy,,,,R, 733 
153618052,Magayo Bagoaingud,Bgy,,,,R, 781 
153618053,Macompara Apa Mimbalay,Bgy,,,,R, 976 
153618055,Manalocon Talub,Bgy,,,,R, 957 
153618060,Putad Marandang Buisan,Bgy,,,,R, 769 
153618061,Matao Araza,Bgy,,,,R, 715 
153618062,Mocamad Tangul,Bgy,,,,R, 644 
153618069,Pantao,Bgy,,,,R," 2,336 "
153618077,Sambowang Atawa,Bgy,,,,R, 804 
153618082,Tamboro Cormatan,Bgy,,,,R, 930 
153618083,Towanao Arangga,Bgy,,,,R, 916 
153618085,Tomambiling Lumbaca Ingud,Bgy,,,,R, 773 
153618088,Unda Dayawan,Bgy,,,,R, 777 
153618089,Buadi Amloy,Bgy,,,,R," 2,134 "
153618090,Kalilangan,Bgy,,,,R, 723 
153618091,Lumbaca Ingud,Bgy,,,,R, 653 
153619000,Mulondo,Mun,,,3rd,," 19,932 "
153619002,Bangon,Bgy,,,,R, 690 
153619005,Bubonga Guilopa,Bgy,,,,R, 622 
153619006,Buadi-Abala,Bgy,,,,R, 722 
153619007,Buadi-Bayawa,Bgy,,,,R, 863 
153619008,Buadi-Insuba,Bgy,,,,R, 587 
153619010,Bubong,Bgy,,,,R, 690 
153619011,Cabasaran,Bgy,,,,R, 962 
153619013,Cairatan,Bgy,,,,R, 457 
153619014,Cormatan,Bgy,,,,R, 699 
153619015,Poblacion,Bgy,Dado,,,R," 1,019 "
153619016,Dalama,Bgy,,,,R," 1,392 "
153619018,Dansalan,Bgy,,,,R, 736 
153619019,Dimarao,Bgy,,,,R, 627 
153619022,Guilopa,Bgy,,,,R, 666 
153619024,Ilian,Bgy,,,,R, 799 
153619026,Kitambugun,Bgy,,,,R, 701 
153619027,Lama,Bgy,Bagoaingud,,,R, 607 
153619028,Lilod,Bgy,,,,R, 561 
153619030,Lilod Raybalai,Bgy,,,,R, 952 
153619033,Lumbaca Ingud,Bgy,,,,R, 603 
153619034,Lumbac,Bgy,Lumbac Bubong,,,R, 799 
153619035,Madaya,Bgy,,,,R, 631 
153619037,Pindolonan,Bgy,,,,R," 1,298 "
153619038,Salipongan,Bgy,,,,R, 729 
153619039,Sugan,Bgy,,,,R, 740 
153619043,Bagoaingud,Bgy,,,,R, 780 
153620000,Pagayawan,Mun,Tatarikan,,5th,," 15,057 "
153620001,Ayong,Bgy,,,,R, 790 
153620005,Bandara Ingud,Bgy,,,,R, 841 
153620006,Bangon (Pob.),Bgy,,,,R, 720 
153620011,Biala-an,Bgy,,,,R, 460 
153620015,Diampaca,Bgy,,,,R, 680 
153620019,Guiarong,Bgy,,,,R, 857 
153620020,Ilian,Bgy,,,,R, 670 
153620029,Madang,Bgy,,,,R, 827 
153620030,Mapantao,Bgy,,,,R, 705 
153620034,Ngingir,Bgy,Kabasaran,,,R," 1,827 "
153620035,Padas,Bgy,,,,R," 1,191 "
153620037,Paigoay,Bgy,,,,R, 772 
153620041,Pinalangca,Bgy,,,,R," 1,094 "
153620042,Poblacion,Bgy,Lumbac,,,R, 740 
153620045,Rangiran,Bgy,,,,R, 753 
153620046,Rubokun,Bgy,,,,R, 609 
153620054,Linindingan,Bgy,,,,R, 636 
153620057,Kalaludan,Bgy,,,,R, 885 
153621000,Piagapo,Mun,,,4th,," 30,132 "
153621001,Aposong,Bgy,,,,R, 464 
153621002,Bagoaingud,Bgy,,,,R, 629 
153621003,Bangco (Pob.),Bgy,,,,R, 569 
153621004,Bansayan,Bgy,,,,R, 645 
153621005,Basak,Bgy,,,,R, 983 
153621006,Bobo,Bgy,,,,R," 1,013 "
153621007,Bubong Tawa-an,Bgy,,,,R, 709 
153621008,Bubonga Mamaanun,Bgy,,,,R, 615 
153621009,Bualan,Bgy,,,,R," 1,387 "
153621010,Bubong Ilian,Bgy,,,,R, 450 
153621011,Gacap,Bgy,,,,R," 1,010 "
153621012,Katumbacan,Bgy,,,,R, 650 
153621013,Ilian Poblacion,Bgy,,,,R, 869 
153621014,Kalanganan,Bgy,,,,R," 1,051 "
153621015,Lininding,Bgy,,,,R," 1,176 "
153621017,Lumbaca Mamaan,Bgy,,,,R, 600 
153621018,Mamaanun,Bgy,,,,R, 684 
153621020,Mentring,Bgy,,,,R, 856 
153621021,Olango,Bgy,,,,R, 704 
153621022,Palacat,Bgy,,,,R," 1,340 "
153621023,Palao,Bgy,,,,R, 710 
153621024,Paling,Bgy,,,,R, 738 
153621025,Pantaon,Bgy,,,,R, 651 
153621026,Pantar,Bgy,,,,R, 810 
153621028,Paridi,Bgy,,,,R, 722 
153621029,Pindolonan,Bgy,,,,R, 659 
153621030,Radapan,Bgy,,,,R, 493 
153621031,Radapan Poblacion,Bgy,,,,R, 510 
153621032,Sapingit,Bgy,,,,R, 520 
153621033,Talao,Bgy,,,,R, 958 
153621034,Tambo,Bgy,,,,R," 1,102 "
153621035,Tapocan,Bgy,,,,R, 760 
153621036,Taporug,Bgy,,,,R," 1,010 "
153621037,Tawaan,Bgy,,,,R," 1,004 "
153621038,Udalo,Bgy,,,,R," 1,390 "
153621039,Rantian,Bgy,,,,R, 710 
153621040,Ilian,Bgy,,,,R, 981 
153622000,Poona Bayabao,Mun,Gata,,4th,," 31,141 "
153622001,Ataragadong,Bgy,,,,R, 945 
153622002,Bangon,Bgy,,,,R, 622 
153622004,Bansayan,Bgy,,,,R," 1,853 "
153622006,Bubong-Dimunda,Bgy,,,,R," 2,024 "
153622007,Bugaran,Bgy,,,,R, 911 
153622008,Bualan,Bgy,,,,R, 838 
153622011,Cadayonan,Bgy,,,,R," 1,615 "
153622012,Calilangan Dicala,Bgy,,,,R, 793 
153622013,Calupaan,Bgy,,,,R," 1,085 "
153622014,Dimayon,Bgy,,,,R," 1,212 "
153622015,Dilausan,Bgy,,,,R, 600 
153622018,Dongcoan,Bgy,,,,R, 720 
153622019,Gadongan,Bgy,,,,R," 1,043 "
153622020,Poblacion,Bgy,Gata Proper,,,R," 2,815 "
153622024,Liangan,Bgy,,,,R," 1,182 "
153622026,Lumbac,Bgy,,,,R, 920 
153622027,Lumbaca Ingud,Bgy,,,,R," 1,121 "
153622030,Madanding,Bgy,,,,R," 1,304 "
153622034,Pantao,Bgy,,,,R, 928 
153622035,Punud,Bgy,,,,R," 1,162 "
153622036,Ragayan,Bgy,,,,R," 3,009 "
153622037,Rogan Cairan,Bgy,,,,R," 1,379 "
153622041,Talaguian,Bgy,,,,R," 1,270 "
153622042,Rogan Tandiong Dimayon,Bgy,,,,R," 1,057 "
153622043,Taporog,Bgy,,,,R, 733 
153623000,Pualas,Mun,,,5th,," 14,526 "
153623001,Badak,Bgy,,,,R, 347 
153623002,Bantayan,Bgy,,,,R, 679 
153623003,Basagad,Bgy,,,,R, 535 
153623005,Bolinsong,Bgy,,,,R, 665 
153623006,Boring,Bgy,,,,R, 502 
153623008,Bualan,Bgy,,,,R, 473 
153623012,Danugan,Bgy,,,,R, 910 
153623013,Dapao,Bgy,,,,R," 1,136 "
153623014,Diamla,Bgy,,,,R, 624 
153623015,Gadongan,Bgy,,,,R, 679 
153623018,Ingud,Bgy,,,,R," 1,016 "
153623022,Linuk,Bgy,,,,R, 645 
153623023,Lumbac,Bgy,,,,R, 474 
153623024,Maligo,Bgy,,,,R, 525 
153623025,Masao,Bgy,,,,R, 414 
153623026,Notong,Bgy,,,,R, 584 
153623030,Porug,Bgy,,,,R, 609 
153623031,Romagondong,Bgy,,,,R, 448 
153623033,Tambo (Pob.),Bgy,,,,R, 947 
153623034,Tamlang,Bgy,,,,R, 470 
153623035,Tuka,Bgy,,,,R, 568 
153623036,Tomarompong,Bgy,,,,U, 422 
153623037,Yaran,Bgy,,,,R, 854 
153624000,Ditsaan-Ramain,Mun,,,3rd,," 24,406 "
153624001,Bagoaingud,Bgy,,,,R, 876 
153624006,Barimbingan,Bgy,,,,R, 978 
153624009,Bayabao,Bgy,,,,R, 671 
153624012,Buadi Babai,Bgy,,,,R, 997 
153624013,Buadi Alao,Bgy,,,,R, 550 
153624014,Buadi Oloc,Bgy,,,,R, 687 
153624016,Pagalongan Buadiadingan,Bgy,,,,R, 566 
153624024,Dado,Bgy,,,,R, 654 
153624027,Dangimprampiai,Bgy,,,,R, 510 
153624028,Darimbang,Bgy,,,,R, 410 
153624030,Dilausan,Bgy,,,,R, 564 
153624032,Ditsaan,Bgy,,,,R, 780 
153624033,Gadongan,Bgy,,,,R, 796 
153624038,Pagalongan Ginaopan,Bgy,,,,R, 601 
153624042,Baclayan Lilod,Bgy,,,,R, 572 
153624045,Linamon,Bgy,,,,R, 623 
153624048,Lumbatan Ramain,Bgy,,,,R, 796 
153624054,Buayaan Madanding,Bgy,,,,R, 428 
153624055,Maindig Ditsaan,Bgy,,,,R, 520 
153624057,Mandara,Bgy,,,,R, 550 
153624058,Maranao Timber,Bgy,Dalama,,,R," 1,235 "
153624064,Pagalongan Proper,Bgy,,,,R, 710 
153624070,Polo,Bgy,,,,R, 807 
153624077,Ramain Poblacion,Bgy,,,,R, 450 
153624078,Ramain Proper,Bgy,,,,R, 504 
153624079,Baclayan Raya,Bgy,,,,R, 601 
153624081,Buayaan Raya,Bgy,,,,R, 573 
153624082,Rantian,Bgy,,,,R, 990 
153624086,Sundiga Bayabao,Bgy,,,,R, 981 
153624087,Talub,Bgy,,,,R, 708 
153624091,Buayaan Lilod,Bgy,,,,R, 872 
153624092,Bubong Dangiprampiai,Bgy,,,,R, 599 
153624093,Pagalongan Masioon,Bgy,,,,R, 666 
153624094,Sultan Pangadapun,Bgy,,,,R, 621 
153624095,Upper Pugaan,Bgy,,,,R, 960 
153625000,Saguiaran,Mun,,,4th,," 26,712 "
153625001,Alinun,Bgy,,,,R, 650 
153625002,Bagoaingud,Bgy,,,,R, 720 
153625004,Batangan,Bgy,,,,U, 937 
153625005,Cadayon,Bgy,,,,R," 1,098 "
153625006,Cadingilan,Bgy,,,,R, 695 
153625007,Lumbac Toros,Bgy,,,,R, 920 
153625008,Comonal,Bgy,,,,R, 750 
153625009,Dilausan,Bgy,,,,R, 877 
153625010,Gadongan,Bgy,,,,R, 595 
153625012,Linao,Bgy,,,,R, 703 
153625013,Limogao,Bgy,,,,R, 580 
153625015,Lumbayanague,Bgy,,,,U, 778 
153625018,Basak Maito,Bgy,,,,R, 919 
153625019,Maliwanag,Bgy,,,,R, 840 
153625020,Mapantao,Bgy,,,,R, 805 
153625021,Mipaga,Bgy,,,,R, 661 
153625022,Natangcopan,Bgy,,,,U, 415 
153625023,Pagalamatan,Bgy,,,,R, 680 
153625025,Pamacotan,Bgy,,,,R, 751 
153625026,Panggao,Bgy,,,,R, 658 
153625027,Pantao Raya,Bgy,,,,R, 613 
153625028,Pantaon,Bgy,,,,R, 888 
153625029,Patpangkat,Bgy,,,,R," 1,397 "
153625030,Pawak,Bgy,,,,U," 2,430 "
153625031,Dilimbayan,Bgy,,,,R, 859 
153625032,Pindolonan,Bgy,,,,R, 535 
153625033,Poblacion,Bgy,,,,U," 2,203 "
153625035,Salocad,Bgy,,,,R, 607 
153625036,Sungcod,Bgy,,,,R, 640 
153625037,Bubong,Bgy,,,,R," 1,508 "
153626000,Tamparan,Mun,,,5th*,," 32,074 "
153626001,Bocalan,Bgy,,,,R, 583 
153626002,Bangon,Bgy,,,,R, 616 
153626004,Cabasaran,Bgy,,,,R, 525 
153626007,Dilausan,Bgy,,,,R, 725 
153626008,Lalabuan,Bgy,,,,R, 725 
153626009,Lilod Tamparan,Bgy,,,,R, 784 
153626010,Lindongan,Bgy,,,,R, 430 
153626011,Linuk,Bgy,,,,R," 1,162 "
153626012,Occidental Linuk,Bgy,,,,R, 710 
153626013,Linuk Oriental,Bgy,,,,R, 720 
153626014,Lumbaca Ingud,Bgy,,,,R, 610 
153626015,Lumbacaingud South,Bgy,,,,R, 793 
153626016,Lumbaca Lilod,Bgy,,,,R, 703 
153626019,Balutmadiar,Bgy,,,,R, 802 
153626020,Mala-abangon,Bgy,,,,R, 542 
153626021,Maliwanag,Bgy,,,,R, 376 
153626022,Maidan Linuk,Bgy,,,,R, 619 
153626024,Miondas,Bgy,,,,R, 910 
153626027,New Lumbacaingud,Bgy,,,,R, 541 
153626030,Pimbago-Pagalongan,Bgy,,,,R, 612 
153626032,Pagayawan,Bgy,,,,R, 628 
153626034,Picarabawan,Bgy,,,,R, 525 
153626037,Poblacion I,Bgy,,,,U, 950 
153626038,Poblacion II,Bgy,,,,R, 943 
153626039,Poblacion III,Bgy,,,,R, 750 
153626040,Poblacion IV,Bgy,,,,R, 846 
153626041,Raya Niondas,Bgy,,,,R, 493 
153626042,Raya Buadi Barao,Bgy,,,,R, 785 
153626043,Raya Tamparan,Bgy,,,,R, 845 
153626046,Salongabanding,Bgy,,,,R, 746 
153626047,Saminunggay,Bgy,,,,R, 850 
153626049,Talub,Bgy,,,,R, 610 
153626050,Tatayawan North,Bgy,,,,R, 920 
153626052,Tatayawan South,Bgy,,,,R, 924 
153626054,Tubok,Bgy,,,,R, 726 
153626058,Beruar,Bgy,,,,R, 711 
153626062,Dasomalong,Bgy,,,,R, 693 
153626064,Ginaopan,Bgy,,,,R, 925 
153626065,Lumbac,Bgy,,,,R, 850 
153626067,Minanga,Bgy,,,,R, 710 
153626077,Lilod Tubok,Bgy,,,,R, 720 
153626078,Mariatao Datu,Bgy,,,,R, 949 
153626079,Pagalamatan Linuk,Bgy,,,,R, 803 
153626080,Pindolonan Mariatao Sarip,Bgy,,,,R, 684 
153627000,Taraka,Mun,,,4th,," 27,184 "
153627003,Bandera Buisan,Bgy,,,,R, 403 
153627006,Boriongan,Bgy,,,,R, 478 
153627007,Borowa,Bgy,,,,R, 538 
153627008,Buadi Dingun,Bgy,,,,R, 633 
153627009,Buadi Amao,Bgy,,,,R, 481 
153627010,Buadi Amunta,Bgy,,,,R, 307 
153627011,Buadi Arorao,Bgy,,,,R, 418 
153627012,Buadi Atopa,Bgy,,,,R, 352 
153627013,Buadi Dayomangga,Bgy,,,,R, 675 
153627014,Buadi Ongcalo,Bgy,,,,R," 1,550 "
153627016,Bucalan,Bgy,,,,R, 519 
153627017,Cadayonan Bagumbayan,Bgy,,,,R," 1,760 "
153627018,Caramat,Bgy,,,,R, 525 
153627019,Carandangan Calopaan,Bgy,,,,R, 708 
153627021,Datu Ma-as,Bgy,,,,R, 434 
153627022,Dilabayan,Bgy,,,,R, 679 
153627024,Dimayon,Bgy,,,,R, 750 
153627028,Gapao Balindong,Bgy,,,,R, 415 
153627029,Ilian,Bgy,,,,R, 561 
153627035,Lumasa,Bgy,,,,R, 443 
153627036,Lumbac Bagoaingud,Bgy,,,,R, 451 
153627037,Lumbac Bubong Maindang,Bgy,,,,R, 473 
153627038,Lumbac Pitakus,Bgy,,,,R, 551 
153627042,Malungun,Bgy,,,,R, 524 
153627043,Maruhom,Bgy,,,,R, 598 
153627046,Masolun,Bgy,,,,R, 600 
153627047,Moriatao Loksa Datu,Bgy,,,,R," 1,803 "
153627049,Pagalamatan,Bgy,,,,R, 828 
153627050,Pindolonan,Bgy,,,,R, 530 
153627051,Pitakus,Bgy,,,,R, 677 
153627053,Ririk,Bgy,,,,R, 484 
153627055,Salipongan,Bgy,,,,R, 605 
153627056,Lumasa Proper,Bgy,Salvador Concha,,,R, 400 
153627057,Sambolawan,Bgy,,,,R, 690 
153627058,Samporna Salamatollah,Bgy,,,,R, 991 
153627060,Somiorang Bandingun,Bgy,,,,R, 456 
153627061,Sigayan Proper,Bgy,,,,R, 501 
153627062,Sunggod,Bgy,,,,R, 625 
153627063,Sunding,Bgy,,,,R, 602 
153627064,Supangan,Bgy,,,,R, 650 
153627069,Tupa-an Buadiatupa,Bgy,,,,R, 358 
153627070,Buadi Amunud,Bgy,,,,R, 450 
153627071,Mangayao,Bgy,,,,R, 708 
153628000,Tubaran,Mun,,,4th,," 16,896 "
153628001,Alog,Bgy,,,,R, 752 
153628006,Beta,Bgy,,,,R," 1,562 "
153628009,Poblacion,Bgy,Buribid,,,R, 883 
153628012,Campo,Bgy,,,,R, 686 
153628015,Datumanong,Bgy,,,,R, 710 
153628016,Dinaigan,Bgy,,,,R, 560 
153628017,Guiarong,Bgy,,,,R, 696 
153628023,Mindamudag,Bgy,,,,R, 655 
153628030,Paigoay-Pimbataan,Bgy,,,,R, 752 
153628031,Polo,Bgy,,,,R, 959 
153628033,Riantaran,Bgy,,,,R, 732 
153628036,Tangcal,Bgy,,,,R," 1,530 "
153628037,Tubaran Proper,Bgy,,,,R, 667 
153628038,Wago,Bgy,,,,R, 600 
153628039,Bagiangun,Bgy,,,,R, 654 
153628040,Gadongan,Bgy,,,,R, 549 
153628041,Gaput,Bgy,,,,R, 561 
153628042,Madaya,Bgy,,,,R, 713 
153628043,Malaganding,Bgy,,,,R, 950 
153628046,Metadicop,Bgy,,,,R, 518 
153628047,Pagalamatan,Bgy,,,,R," 1,207 "
153629000,Tugaya,Mun,,,5th,," 24,778 "
153629001,Bagoaingud,Bgy,,,,R," 1,257 "
153629004,Bubong,Bgy,,,,R," 1,210 "
153629005,Buadi Alawang,Bgy,,,,R, 804 
153629006,Buadi Dico,Bgy,,,,R, 708 
153629010,Campong Talao,Bgy,,,,R," 1,503 "
153629011,Cayagan,Bgy,,,,R," 1,501 "
153629012,Dandanun,Bgy,,,,R, 792 
153629014,Dilimbayan,Bgy,,,,R," 2,157 "
153629016,Gurain,Bgy,,,,R, 907 
153629017,Poblacion,Bgy,Ingud,,,U," 1,313 "
153629019,Lumbac,Bgy,,,,R, 978 
153629021,Maidan,Bgy,,,,R," 1,005 "
153629022,Mapantao,Bgy,,,,R, 722 
153629025,Pagalamatan,Bgy,,,,R," 1,041 "
153629026,Pandiaranao,Bgy,,,,R," 1,544 "
153629027,Pindolonan I,Bgy,,,,R, 659 
153629028,Pindolonan II,Bgy,,,,R, 765 
153629030,Putad,Bgy,,,,R," 1,179 "
153629031,Raya,Bgy,,,,R," 1,081 "
153629034,Sugod I,Bgy,,,,R, 903 
153629036,Sugod Mawatan,Bgy,,,,R," 1,024 "
153629037,Sumbaga Rogong,Bgy,,,,R, 809 
153629038,Tangcal,Bgy,,,,R, 916 
153630000,Wao,Mun,,,2nd,," 50,366 "
153630001,Amoyong,Bgy,,,,R," 1,300 "
153630002,Balatin,Bgy,,,,R, 639 
153630003,Banga,Bgy,,,,R," 1,567 "
153630006,Buntongun,Bgy,,,,R," 1,363 "
153630007,Bo-ot,Bgy,,,,R," 1,756 "
153630009,Cebuano Group,Bgy,,,,R," 2,108 "
153630010,Christian Village,Bgy,,,,R," 1,832 "
153630011,Eastern Wao,Bgy,,,,U," 2,970 "
153630012,Extension Poblacion,Bgy,,,,R," 2,425 "
153630014,Gata,Bgy,,,,R," 1,377 "
153630016,Kabatangan,Bgy,,,,R," 1,327 "
153630017,Kadingilan,Bgy,,,,R," 1,538 "
153630019,Katutungan (Pob.),Bgy,,,,R," 2,316 "
153630021,Kilikili East,Bgy,,,,R," 2,949 "
153630022,Kilikili West,Bgy,,,,R," 3,159 "
153630025,Malaigang,Bgy,,,,R," 1,019 "
153630026,Manila Group,Bgy,,,,U," 3,064 "
153630029,Milaya,Bgy,,,,R," 2,144 "
153630030,Mimbuaya,Bgy,,,,R, 949 
153630031,Muslim Village,Bgy,,,,R," 1,178 "
153630033,Pagalongan,Bgy,,,,R," 2,613 "
153630034,Panang,Bgy,,,,R," 1,061 "
153630035,Park Area (Pob.),Bgy,,,,R," 4,000 "
153630036,Pilintangan,Bgy,,,,R," 2,028 "
153630038,Serran Village,Bgy,,,,R, 722 
153630042,Western Wao (Pob.),Bgy,,,,U," 2,962 "
153631000,Marogong,Mun,,,4th,," 30,118 "
153631001,Balut,Bgy,,,,R," 1,117 "
153631002,Bagumbayan,Bgy,,,,R," 1,010 "
153631004,Bitayan,Bgy,,,,R, 897 
153631005,Bolawan,Bgy,,,,R," 1,498 "
153631006,Bonga,Bgy,,,,R, 730 
153631008,Cabasaran,Bgy,,,,R, 665 
153631009,Cahera,Bgy,,,,R, 817 
153631010,Cairantang,Bgy,,,,R," 1,059 "
153631011,Canibongan,Bgy,,,,R," 1,189 "
153631012,Diragun,Bgy,,,,R," 1,014 "
153631015,Mantailoco,Bgy,,,,R, 837 
153631016,Mapantao,Bgy,,,,R, 821 
153631017,Marogong East,Bgy,,,,R," 2,261 "
153631018,Marogong Proper (Pob.),Bgy,,,,R," 4,641 "
153631020,Mayaman,Bgy,,,,R," 1,517 "
153631021,Pabrica,Bgy,,,,R, 906 
153631023,Paigoay Coda,Bgy,,,,R, 813 
153631024,Pasayanan,Bgy,,,,R, 745 
153631026,Piangologan,Bgy,,,,R," 2,779 "
153631027,Puracan,Bgy,,,,R, 616 
153631028,Romagondong,Bgy,,,,R," 1,429 "
153631029,Sarang,Bgy,,,,R, 844 
153631031,Cadayonan,Bgy,,,,R, 971 
153631032,Calumbog,Bgy,,,,R, 942 
153632000,Calanogas,Mun,,,5th,," 14,985 "
153632004,Bubonga Ranao,Bgy,,,,R, 717 
153632008,Calalaoan (Pob.),Bgy,,,,R, 842 
153632015,Gas,Bgy,,,,R," 1,006 "
153632018,Inudaran,Bgy,,,,R, 602 
153632019,Inoma,Bgy,,,,R, 747 
153632031,Luguna,Bgy,,,,R, 748 
153632038,Mimbalawag,Bgy,,,,R, 822 
153632041,Ngingir,Bgy,,,,R," 1,288 "
153632042,Pagalongan,Bgy,,,,R, 715 
153632043,Panggawalupa,Bgy,,,,R, 914 
153632044,Pantaon,Bgy,,,,R," 1,334 "
153632048,Piksan,Bgy,,,,R," 1,280 "
153632050,Pindolonan,Bgy,,,,R, 757 
153632052,Punud,Bgy,,,,R, 900 
153632054,Tagoranao,Bgy,,,,R, 806 
153632055,Taliboboka,Bgy,,,,R, 710 
153632056,Tambac,Bgy,,,,R, 797 
153633000,Buadiposo-Buntong,Mun,,,4th,," 18,046 "
153633001,Bacolod,Bgy,,,,R, 433 
153633003,Bangon,Bgy,,,,R, 483 
153633005,Buadiposo Lilod,Bgy,,,,R, 340 
153633006,Buadiposo Proper,Bgy,,,,R, 450 
153633007,Bubong,Bgy,,,,R, 951 
