Code,Name,Geographic Level,Old names,City Class,"Income
Classification","Urban / Rural
(based on 2015 Population)",2020 Population
012819018,Puritac,Bgy,,,,R, 574 
012819019,Sacritan,Bgy,,,,R," 1,243 "
012819020,Salanap,Bgy,,,,R, 488 
012819021,Santo Tomas,Bgy,,,,R, 722 
012819022,Tartarabang,Bgy,,,,R," 1,001 "
012819023,Puzol,Bgy,,,,R, 256 
012819024,Upon,Bgy,,,,R, 586 
012819025,Valbuena (Pob.),Bgy,,,,U," 1,069 "
012820000,San Nicolas,Mun,,,2nd,," 38,895 "
012820001,San Francisco (Pob.),Bgy,,,,U," 1,783 "
012820002,San Ildefonso (Pob.),Bgy,,,,U," 1,743 "
012820003,San Agustin,Bgy,,,,R," 2,475 "
012820004,San Baltazar (Pob.),Bgy,,,,U, 804 
012820005,San Bartolome (Pob.),Bgy,,,,U, 834 
012820006,San Cayetano (Pob.),Bgy,,,,R, 847 
012820007,San Eugenio (Pob.),Bgy,,,,R," 1,021 "
012820008,San Fernando (Pob.),Bgy,,,,U," 1,131 "
012820009,San Gregorio (Pob.),Bgy,,,,R," 1,987 "
012820010,San Guillermo,Bgy,,,,U," 1,678 "
012820011,San Jose (Pob.),Bgy,,,,R," 1,452 "
012820012,San Juan Bautista (Pob.),Bgy,,,,R," 2,940 "
012820013,San Lorenzo,Bgy,,,,U," 2,359 "
012820014,San Lucas (Pob.),Bgy,,,,U," 1,280 "
012820015,San Marcos,Bgy,Payas,,,U," 3,006 "
012820016,San Miguel (Pob.),Bgy,,,,U," 1,699 "
012820017,San Pablo,Bgy,,,,R," 1,769 "
012820018,San Paulo (Pob.),Bgy,,,,R, 945 
012820019,San Pedro,Bgy,Bingao,,,R," 1,969 "
012820020,San Rufino (Pob.),Bgy,,,,R," 1,145 "
012820021,San Silvestre (Pob.),Bgy,,,,R, 857 
012820022,Santa Asuncion,Bgy,Samac,,,U, 923 
012820023,Santa Cecilia,Bgy,Barabar,,,R," 2,043 "
012820024,Santa Monica,Bgy,Nagrebcan,,,R," 2,205 "
012821000,Sarrat,Mun,,,4th,," 25,186 "
012821001,San Agustin (Pob.),Bgy,,,,U, 565 
012821002,San Andres,Bgy,,,,R," 1,503 "
012821003,San Antonio,Bgy,,,,R," 1,194 "
012821004,San Bernabe,Bgy,,,,R, 237 
012821005,San Cristobal,Bgy,,,,R," 1,668 "
012821006,San Felipe,Bgy,,,,R," 1,113 "
012821007,San Francisco (Pob.),Bgy,,,,R, 969 
012821008,San Isidro,Bgy,,,,U," 1,103 "
012821009,San Joaquin (Pob.),Bgy,,,,U," 1,433 "
012821010,San Jose,Bgy,,,,R," 1,598 "
012821011,San Juan,Bgy,,,,R, 772 
012821012,San Leandro (Pob.),Bgy,,,,R," 1,268 "
012821014,San Lorenzo,Bgy,,,,R, 930 
012821015,San Manuel,Bgy,,,,R, 878 
012821016,San Marcos,Bgy,,,,R," 1,403 "
012821017,San Nicolas,Bgy,,,,R," 1,747 "
012821018,San Pedro,Bgy,,,,R, 933 
012821019,San Roque,Bgy,,,,R, 898 
012821020,San Vicente (Pob.),Bgy,,,,R, 933 
012821021,Santa Barbara (Pob.),Bgy,,,,R, 569 
012821022,Santa Magdalena,Bgy,,,,R, 807 
012821023,Santa Rosa,Bgy,,,,R, 973 
012821024,Santo Santiago,Bgy,,,,R, 775 
012821025,Santo Tomas,Bgy,,,,R, 917 
012822000,Solsona,Mun,,,3rd,," 24,851 "
012822001,Aguitap,Bgy,,,,R, 904 
012822002,Bagbag,Bgy,,,,R, 671 
012822003,Bagbago,Bgy,,,,R," 1,172 "
012822004,Barcelona,Bgy,,,,R," 1,405 "
012822005,Bubuos,Bgy,,,,R, 842 
012822006,Capurictan,Bgy,,,,R," 1,154 "
012822007,Catangraran,Bgy,,,,R," 1,399 "
012822008,Darasdas,Bgy,,,,R," 1,480 "
012822009,Juan (Pob.),Bgy,,,,U," 2,402 "
012822010,Laureta (Pob.),Bgy,,,,R," 1,449 "
012822011,Lipay,Bgy,,,,R, 354 
012822012,Maananteng,Bgy,,,,R," 1,294 "
012822013,Manalpac,Bgy,,,,R," 2,130 "
012822014,Mariquet,Bgy,,,,R," 1,263 "
012822015,Nagpatpatan,Bgy,,,,R, 710 
012822016,Nalasin,Bgy,,,,R, 735 
012822017,Puttao,Bgy,,,,R," 1,301 "
012822018,San Juan,Bgy,,,,R, 564 
012822019,San Julian,Bgy,,,,R, 279 
012822020,Santa Ana,Bgy,,,,R," 1,283 "
012822021,Santiago,Bgy,,,,R, 964 
012822022,Talugtog,Bgy,,,,R," 1,096 "
012823000,Vintar,Mun,,,1st,," 33,339 "
012823001,Abkir,Bgy,,,,R," 1,276 "
012823003,Alsem,Bgy,,,,R, 560 
012823005,Bago,Bgy,,,,R, 394 
012823010,Bulbulala,Bgy,,,,R," 1,331 "
012823011,Cabangaran,Bgy,,,,R, 612 
012823012,Cabayo,Bgy,,,,R, 559 
012823013,Cabisocolan,Bgy,,,,R, 795 
012823014,Canaam,Bgy,,,,R, 795 
012823015,Columbia,Bgy,,,,R, 821 
012823016,Dagupan,Bgy,,,,R, 619 
012823017,Pedro F. Alviar,Bgy,Diaton,,,R, 923 
012823019,Dipilat,Bgy,,,,R," 1,211 "
012823022,Esperanza,Bgy,,,,R, 389 
012823023,Ester,Bgy,,,,R," 1,551 "
012823024,Isic Isic,Bgy,,,,R," 1,788 "
012823027,Lubnac,Bgy,,,,R," 1,889 "
012823028,Mabanbanag,Bgy,,,,R, 676 
012823030,Alejo Malasig,Bgy,,,,R," 1,230 "
012823031,Manarang,Bgy,,,,R, 667 
012823033,Margaay,Bgy,,,,R, 813 
012823035,Namoroc,Bgy,,,,R, 832 
012823038,Malampa,Bgy,Peninaan-Malampa,,,R, 780 
012823039,Parparoroc,Bgy,,,,R," 1,365 "
012823040,Parut,Bgy,,,,R," 1,433 "
012823047,Salsalamagui,Bgy,,,,R," 1,181 "
012823049,San Jose,Bgy,Lipay,,,R, 839 
012823050,San Nicolas (Pob.),Bgy,,,,R," 1,126 "
012823051,San Pedro (Pob.),Bgy,,,,R, 901 
012823052,San Ramon (Pob.),Bgy,,,,R," 1,375 "
012823053,San Roque (Pob.),Bgy,,,,R," 1,069 "
012823054,Santa Maria (Pob.),Bgy,,,,R," 1,036 "
012823056,Tamdagan,Bgy,,,,R," 1,351 "
012823058,Visaya,Bgy,,,,R," 1,152 "
012900000,Ilocos Sur,Prov,,,1st,," 706,009 "
012901000,Alilem,Mun,,,4th,," 7,361 "
012901001,Alilem Daya (Pob.),Bgy,,,,R," 1,684 "
012901002,Amilongan,Bgy,,,,R, 624 
012901003,Anaao,Bgy,,,,R, 871 
012901004,Apang,Bgy,,,,R, 455 
012901005,Apaya,Bgy,,,,R, 598 
012901006,Batbato,Bgy,,,,R, 566 
012901010,Daddaay,Bgy,,,,R, 700 
012901011,Dalawa,Bgy,,,,R," 1,421 "
012901013,Kiat,Bgy,,,,R, 442 
012902000,Banayoyo,Mun,,,4th,," 7,931 "
012902001,Bagbagotot,Bgy,,,,R, 427 
012902002,Banbanaal,Bgy,,,,R, 644 
012902004,Bisangol,Bgy,,,,R, 196 
012902005,Cadanglaan,Bgy,,,,R, 363 
012902006,Casilagan Norte,Bgy,,,,R, 586 
012902007,Casilagan Sur,Bgy,,,,R, 439 
012902008,Elefante,Bgy,,,,R, 618 
012902009,Guardia,Bgy,,,,R, 446 
012902010,Lintic,Bgy,,,,R," 1,328 "
012902011,Lopez,Bgy,,,,R, 435 
012902012,Montero,Bgy,,,,R, 114 
012902013,Naguimba,Bgy,,,,R," 1,035 "
012902014,Pila,Bgy,,,,R, 202 
012902015,Poblacion,Bgy,,,,R," 1,098 "
012903000,Bantay,Mun,,,3rd,," 37,118 "
012903001,Aggay,Bgy,,,,R, 764 
012903002,An-annam,Bgy,,,,R," 1,405 "
012903003,Balaleng,Bgy,,,,U," 3,016 "
012903004,Banaoang,Bgy,,,,R, 451 
012903005,Bulag,Bgy,,,,R," 2,765 "
012903006,Buquig,Bgy,,,,R, 923 
012903007,Cabalanggan,Bgy,,,,R, 584 
012903008,Cabaroan,Bgy,,,,R, 941 
012903009,Cabusligan,Bgy,,,,R, 785 
012903010,Capangdanan,Bgy,,,,R," 1,005 "
012903011,Guimod,Bgy,,,,R," 1,118 "
012903012,Lingsat,Bgy,,,,R," 1,042 "
012903013,Malingeb,Bgy,,,,R," 1,332 "
012903014,Mira,Bgy,,,,R, 896 
012903015,Naguiddayan,Bgy,,,,R, 767 
012903016,Ora,Bgy,,,,R," 2,285 "
012903017,Paing,Bgy,,,,R," 1,625 "
012903018,Puspus,Bgy,,,,R, 453 
012903019,Quimmarayan,Bgy,,,,R, 583 
012903020,Sagneb,Bgy,,,,R, 400 
012903021,Sagpat,Bgy,,,,R, 826 
012903022,San Mariano,Bgy,Sallacong,,,R, 358 
012903023,San Isidro,Bgy,,,,R, 983 
012903024,San Julian,Bgy,,,,R, 972 
012903026,Sinabaan,Bgy,,,,R, 734 
012903027,Taguiporo,Bgy,,,,R," 1,376 "
012903028,Taleb,Bgy,,,,R," 1,953 "
012903029,Tay-ac,Bgy,,,,R," 2,595 "
012903030,Barangay 1 (Pob.),Bgy,,,,R, 672 
012903031,Barangay 2 (Pob.),Bgy,,,,U, 508 
012903032,Barangay 3 (Pob.),Bgy,,,,R," 1,051 "
012903033,Barangay 4 (Pob.),Bgy,,,,U, 795 
012903034,Barangay 5 (Pob.),Bgy,,,,U, 664 
012903035,Barangay 6 (Pob.),Bgy,,,,U, 491 
012904000,Burgos,Mun,,,4th,," 12,793 "
012904001,Ambugat,Bgy,,,,R, 468 
012904002,Balugang,Bgy,,,,R, 456 
012904003,Bangbangar,Bgy,,,,R, 297 
012904005,Bessang,Bgy,,,,R, 453 
012904006,Cabcaburao,Bgy,,,,R, 552 
012904007,Cadacad,Bgy,,,,R, 360 
012904008,Callitong,Bgy,,,,R, 582 
012904009,Dayanki,Bgy,,,,R, 762 
012904010,Lesseb,Bgy,,,,R, 142 
012904011,Lubing,Bgy,,,,R, 473 
012904012,Lucaban,Bgy,,,,R, 483 
012904013,Luna,Bgy,,,,R," 1,196 "
012904014,Macaoayan,Bgy,,,,R, 469 
012904015,Mambug,Bgy,,,,R, 618 
012904016,Manaboc,Bgy,,,,R, 653 
012904017,Mapanit,Bgy,,,,R, 266 
012904018,Poblacion Sur,Bgy,Masingit,,,R, 196 
012904019,Nagpanaoan,Bgy,,,,R, 413 
012904020,Dirdirig,Bgy,Dirdirig-Paday,,,R, 946 
012904022,Paduros,Bgy,,,,R, 717 
012904023,Patac,Bgy,,,,R, 294 
012904024,Poblacion Norte,Bgy,Bato,,,R, 360 
012904026,Sabangan Pinggan,Bgy,,,,R, 346 
012904027,Subadi Norte,Bgy,,,,R, 442 
012904028,Subadi Sur,Bgy,,,,R, 161 
012904029,Taliao,Bgy,,,,R, 688 
012905000,Cabugao,Mun,,,1st,," 38,884 "
012905001,Alinaay,Bgy,,,,R, 852 
012905002,Aragan,Bgy,,,,R, 934 
012905003,Arnap,Bgy,,,,R," 1,310 "
012905004,Baclig (Pob.),Bgy,,,,U," 2,446 "
012905005,Bato,Bgy,,,,R, 532 
012905006,Bonifacio (Pob.),Bgy,,,,R," 1,438 "
012905007,Bungro,Bgy,,,,R, 434 
012905008,Cacadiran,Bgy,,,,R," 1,076 "
012905009,Caellayan,Bgy,,,,R," 1,054 "
012905010,Carusipan,Bgy,,,,R, 641 
012905011,Catucdaan,Bgy,,,,R," 1,002 "
012905012,Cuancabal,Bgy,,,,R," 1,137 "
012905013,Cuantacla,Bgy,,,,R, 855 
012905014,Daclapan,Bgy,,,,R," 2,396 "
012905015,Dardarat,Bgy,,,,R," 1,549 "
012905016,Lipit,Bgy,,,,R, 889 
012905017,Maradodon,Bgy,,,,R, 730 
012905018,Margaay,Bgy,,,,R, 996 
012905019,Nagsantaan,Bgy,,,,R, 381 
012905020,Nagsincaoan,Bgy,,,,R, 418 
012905021,Namruangan,Bgy,,,,R," 2,015 "
012905022,Pila,Bgy,,,,R, 834 
012905023,Pug-os,Bgy,,,,R," 2,077 "
012905024,Quezon (Pob.),Bgy,,,,R," 2,031 "
012905025,Reppaac,Bgy,,,,R, 295 
012905026,Rizal (Pob.),Bgy,,,,R," 1,226 "
012905027,Sabang,Bgy,,,,R," 1,419 "
012905028,Sagayaden,Bgy,,,,R," 1,256 "
012905029,Salapasap,Bgy,,,,R," 1,848 "
012905030,Salomague,Bgy,,,,U," 1,675 "
012905031,Sisim,Bgy,,,,R, 709 
012905032,Turod,Bgy,,,,R," 1,479 "
012905033,Turod-Patac,Bgy,,,,R, 950 
012906000,City of Candon,City,,CC,4th,," 61,432 "
012906001,Allangigan Primero,Bgy,,,,R," 1,202 "
012906002,Allangigan Segundo,Bgy,,,,R," 1,170 "
012906003,Amguid,Bgy,,,,R, 686 
012906004,Ayudante,Bgy,,,,R," 1,123 "
012906005,Bagani Camposanto,Bgy,,,,R," 2,156 "
012906006,Bagani Gabor,Bgy,,,,R, 538 
012906007,Bagani Tocgo,Bgy,,,,R, 559 
012906008,Bagani Ubbog,Bgy,,,,R," 1,708 "
012906009,Bagar,Bgy,,,,R," 1,260 "
012906010,Balingaoan,Bgy,,,,R," 1,667 "
012906015,Bugnay,Bgy,,,,R, 759 
012906016,Calaoaan,Bgy,,,,R," 2,608 "
012906017,Calongbuyan,Bgy,,,,R," 2,889 "
012906018,Caterman,Bgy,,,,R," 2,652 "
012906019,Cubcubboot,Bgy,,,,R, 463 
012906020,Darapidap,Bgy,,,,R," 3,327 "
012906022,Langlangca Primero,Bgy,,,,R, 635 
012906023,Langlangca Segundo,Bgy,,,,R," 1,226 "
012906024,Oaig-Daya,Bgy,,,,R," 2,041 "
012906025,Palacapac,Bgy,,,,R, 819 
012906026,Paras,Bgy,,,,R," 1,471 "
012906027,Parioc Primero,Bgy,,,,R," 1,383 "
012906028,Parioc Segundo,Bgy,,,,R," 1,696 "
012906029,Patpata Primero,Bgy,,,,R," 1,200 "
012906030,Patpata Segundo,Bgy,,,,R," 1,755 "
012906031,Paypayad,Bgy,,,,R," 2,386 "
012906032,Salvador Primero,Bgy,,,,R, 956 
012906033,Salvador Segundo,Bgy,,,,R, 799 
012906034,San Agustin,Bgy,,,,R," 1,875 "
012906035,San Andres,Bgy,,,,R, 662 
012906036,San Antonio (Pob.),Bgy,,,,U," 1,006 "
012906037,San Isidro (Pob.),Bgy,,,,U," 1,833 "
012906038,San Jose (Pob.),Bgy,,,,U," 1,811 "
012906039,San Juan (Pob.),Bgy,,,,R, 731 
012906040,San Nicolas,Bgy,,,,R," 2,690 "
012906041,San Pedro,Bgy,,,,R, 717 
012906042,Santo Tomas,Bgy,,,,R, 635 
012906043,Tablac,Bgy,,,,R," 3,562 "
012906044,Talogtog,Bgy,,,,R," 1,992 "
012906045,Tamurong Primero,Bgy,,,,R," 1,392 "
012906046,Tamurong Segundo,Bgy,,,,R, 900 
012906048,Villarica,Bgy,,,,R, 492 
012907000,Caoayan,Mun,,,4th,," 19,574 "
012907001,Anonang Mayor,Bgy,,,,R, 958 
012907002,Anonang Menor,Bgy,,,,R," 1,099 "
012907003,Baggoc,Bgy,,,,R, 775 
012907004,Callaguip,Bgy,,,,R, 942 
012907005,Caparacadan,Bgy,,,,R, 335 
012907006,Fuerte,Bgy,,,,R," 2,675 "
012907007,Manangat,Bgy,,,,R, 978 
012907008,Naguilian,Bgy,,,,U," 1,238 "
012907009,Nansuagao,Bgy,,,,R, 863 
012907010,Pandan,Bgy,,,,R," 1,229 "
012907011,Pantay-Quitiquit,Bgy,,,,R, 432 
012907012,Don Dimas Querubin (Pob.),Bgy,,,,R," 1,155 "
012907013,Puro,Bgy,,,,R," 1,106 "
012907014,Pantay Tamurong,Bgy,,,,R," 1,914 "
012907015,Villamar,Bgy,,,,R," 1,771 "
012907016,Don Alejandro Quirolgico (Pob.),Bgy,,,,R," 1,163 "
012907017,Don Lorenzo Querubin (Pob.),Bgy,,,,R, 941 
012908000,Cervantes,Mun,,,4th,," 19,449 "
012908001,Aluling,Bgy,,,,R," 1,409 "
012908002,Comillas North,Bgy,,,,R," 2,333 "
012908003,Comillas South,Bgy,,,,R," 2,154 "
012908004,Concepcion (Pob.),Bgy,,,,U," 2,041 "
012908005,Dinwede East,Bgy,,,,R, 739 
012908006,Dinwede West,Bgy,,,,R, 827 
012908007,Libang,Bgy,,,,R," 1,044 "
012908010,Pilipil,Bgy,,,,R, 493 
012908013,Remedios,Bgy,,,,R," 1,141 "
012908014,Rosario (Pob.),Bgy,,,,R," 2,344 "
012908015,San Juan,Bgy,,,,R," 2,148 "
012908016,San Luis,Bgy,,,,R, 918 
012908017,Malaya,Bgy,,,,R," 1,858 "
012909000,Galimuyod,Mun,,,4th,," 10,244 "
012909001,Abaya,Bgy,,,,R, 281 
012909002,Baracbac,Bgy,,,,R, 314 
012909003,Bidbiday,Bgy,,,,R, 815 
012909004,Bitong,Bgy,,,,R, 198 
012909005,Borobor,Bgy,,,,R, 308 
012909006,Calimugtong,Bgy,,,,R, 471 
012909007,Calongbuyan,Bgy,,,,R, 530 
012909008,Calumbaya,Bgy,,,,R, 265 
012909009,Daldagan,Bgy,,,,R, 446 
012909010,Kilang,Bgy,,,,R, 215 
012909011,Legaspi,Bgy,,,,R, 338 
012909012,Mabayag,Bgy,,,,R, 323 
012909013,Matanubong,Bgy,,,,R, 156 
012909014,Mckinley,Bgy,,,,R, 518 
012909015,Nagsingcaoan,Bgy,,,,R, 354 
012909016,Oaig-Daya,Bgy,,,,R, 279 
012909017,Pagangpang,Bgy,,,,R, 432 
012909018,Patac,Bgy,,,,R," 1,370 "
012909019,Poblacion,Bgy,,,,R, 461 
012909020,Rubio,Bgy,,,,R, 664 
012909021,Sabangan-Bato,Bgy,,,,R, 551 
012909022,Sacaang,Bgy,,,,R, 434 
012909023,San Vicente,Bgy,,,,R, 226 
012909024,Sapang,Bgy,,,,R, 295 
012910000,Gregorio del Pilar,Mun,Concepcion,,5th,," 4,472 "
012910001,Alfonso,Bgy,Tangaoan,,,R, 997 
012910002,Bussot,Bgy,,,,R, 452 
012910003,Concepcion,Bgy,,,,U, 747 
012910004,Dapdappig,Bgy,,,,R, 546 
012910005,Matue-Butarag,Bgy,,,,R, 687 
012910007,Poblacion Norte,Bgy,,,,R, 560 
012910008,Poblacion Sur,Bgy,,,,R, 483 
012911000,Lidlidda,Mun,,,5th,," 4,705 "
012911001,Banucal,Bgy,,,,R, 676 
012911002,Bequi-Walin,Bgy,,,,R, 555 
012911003,Bugui,Bgy,,,,R, 239 
012911004,Calungbuyan,Bgy,,,,R, 235 
012911005,Carcarabasa,Bgy,,,,R, 432 
012911006,Labut,Bgy,,,,R, 303 
012911007,Poblacion Norte,Bgy,,,,R, 963 
012911008,Poblacion Sur,Bgy,,,,R, 366 
012911009,San Vicente,Bgy,,,,R, 452 
012911010,Suysuyan,Bgy,,,,R, 328 
012911011,Tay-ac,Bgy,,,,R, 156 
012912000,Magsingal,Mun,,,3rd,," 31,308 "
012912001,Alangan,Bgy,,,,R, 940 
012912002,Bacar,Bgy,,,,R, 584 
012912006,Barbarit,Bgy,,,,R, 879 
012912007,Bungro,Bgy,,,,R," 1,587 "
012912008,Cabaroan,Bgy,,,,R, 625 
012912010,Cadanglaan,Bgy,,,,R, 204 
012912011,Caraisan,Bgy,,,,R, 794 
012912014,Dacutan,Bgy,,,,R, 884 
012912015,Labut,Bgy,,,,R, 788 
012912017,Maas-asin,Bgy,,,,R, 845 
012912018,Macatcatud,Bgy,,,,R, 894 
012912019,Namalpalan,Bgy,,,,R," 1,199 "
012912020,Manzante,Bgy,,,,R," 1,951 "
012912022,Maratudo,Bgy,,,,R," 1,319 "
012912023,Miramar,Bgy,,,,R," 1,449 "
012912025,Napo,Bgy,,,,R," 1,033 "
012912026,Pagsanaan Norte,Bgy,,,,R, 515 
012912027,Pagsanaan Sur,Bgy,,,,R, 656 
012912028,Panay Norte,Bgy,,,,R," 1,506 "
012912029,Panay Sur,Bgy,,,,R, 673 
012912030,Patong,Bgy,,,,R," 1,534 "
012912031,Puro,Bgy,,,,R," 4,785 "
012912032,San Basilio (Pob.),Bgy,,,,R, 437 
012912033,San Clemente (Pob.),Bgy,,,,R, 924 
012912034,San Julian (Pob.),Bgy,,,,R, 488 
012912035,San Lucas (Pob.),Bgy,,,,R, 664 
012912036,San Ramon (Pob.),Bgy,,,,R, 870 
012912037,San Vicente (Pob.),Bgy,,,,R, 786 
012912038,Santa Monica,Bgy,,,,R, 766 
012912039,Sarsaracat,Bgy,,,,R, 729 
012913000,Nagbukel,Mun,,,5th,," 5,465 "
012913001,Balaweg,Bgy,,,,R, 610 
012913002,Bandril,Bgy,,,,R, 478 
012913003,Bantugo,Bgy,,,,R, 691 
012913004,Cadacad,Bgy,,,,R, 230 
012913005,Casilagan,Bgy,,,,R, 330 
012913006,Casocos,Bgy,,,,R, 217 
012913007,Lapting,Bgy,,,,R, 422 
012913008,Mapisi,Bgy,,,,R, 362 
012913009,Mission,Bgy,,,,R, 419 
012913010,Poblacion East,Bgy,,,,R, 517 
012913011,Poblacion West,Bgy,,,,R, 578 
012913012,Taleb,Bgy,,,,R, 611 
012914000,Narvacan,Mun,,,2nd,," 46,234 "
012914001,Abuor,Bgy,,,,R," 1,150 "
012914002,Ambulogan,Bgy,,,,R," 1,525 "
012914004,Aquib,Bgy,,,,R, 955 
012914005,Banglayan,Bgy,,,,R," 1,146 "
012914006,Bulanos,Bgy,,,,R," 1,074 "
012914007,Cadacad,Bgy,,,,R, 749 
012914008,Cagayungan,Bgy,,,,R," 1,178 "
012914009,Camarao,Bgy,,,,R," 1,346 "
012914010,Casilagan,Bgy,,,,R, 771 
012914011,Codoog,Bgy,,,,R, 929 
012914012,Dasay,Bgy,,,,R," 1,281 "
012914013,Dinalaoan,Bgy,,,,R," 1,300 "
012914014,Estancia,Bgy,,,,R, 275 
012914015,Lanipao,Bgy,,,,R, 677 
012914016,Lungog,Bgy,,,,U," 2,213 "
012914017,Margaay,Bgy,,,,R," 2,607 "
012914018,Marozo,Bgy,,,,R," 1,427 "
012914019,Naguneg,Bgy,,,,R," 2,062 "
012914020,Orence,Bgy,,,,R," 1,969 "
012914021,Pantoc,Bgy,,,,R," 1,127 "
012914022,Paratong,Bgy,,,,U," 1,709 "
012914023,Parparia,Bgy,,,,R," 1,301 "
012914024,Quinarayan,Bgy,,,,U," 2,730 "
012914025,Rivadavia,Bgy,,,,R, 712 
012914026,San Antonio,Bgy,,,,R," 1,934 "
012914027,San Jose (Pob.),Bgy,,,,U," 1,375 "
012914028,San Pablo,Bgy,,,,R," 1,144 "
012914029,San Pedro,Bgy,,,,R," 2,015 "
012914030,Santa Lucia (Pob.),Bgy,,,,U," 1,521 "
012914031,Sarmingan,Bgy,,,,R, 640 
012914032,Sucoc,Bgy,,,,R," 1,559 "
012914033,Sulvec,Bgy,,,,R," 2,277 "
012914034,Turod,Bgy,,,,R, 670 
012914035,Bantay Abot,Bgy,,,,R, 886 
012915000,Quirino,Mun,Angkaki,,4th,," 9,306 "
012915001,Banoen,Bgy,,,,R, 673 
012915002,Cayus,Bgy,,,,R, 860 
012915003,Patungcaleo,Bgy,Lamag,,,R," 1,194 "
012915004,Malideg,Bgy,,,,R, 865 
012915005,Namitpit,Bgy,,,,R," 1,269 "
012915006,Patiacan,Bgy,,,,R, 888 
012915007,Legleg (Pob.),Bgy,,,,R," 2,098 "
012915008,Suagayan,Bgy,,,,R, 767 
012915009,Lamag,Bgy,Tubtuba,,,R, 692 
012916000,Salcedo,Mun,Baugen,,4th,," 11,110 "
012916001,Atabay,Bgy,,,,R, 285 
012916002,Calangcuasan,Bgy,,,,R," 1,130 "
012916003,Balidbid,Bgy,,,,R," 1,273 "
012916004,Baluarte,Bgy,,,,R, 658 
012916005,Baybayading,Bgy,,,,R, 189 
012916006,Boguibog,Bgy,,,,R, 648 
012916007,Bulala-Leguey,Bgy,,,,R, 295 
012916008,Kaliwakiw,Bgy,,,,R, 366 
012916010,Culiong,Bgy,,,,R, 280 
012916011,Dinaratan,Bgy,,,,R, 758 
012916012,Kinmarin,Bgy,,,,R, 370 
012916013,Lucbuban,Bgy,,,,R, 551 
012916014,Madarang,Bgy,,,,R, 254 
012916015,Maligcong,Bgy,,,,R, 299 
012916016,Pias,Bgy,,,,R, 485 
012916017,Poblacion Norte,Bgy,,,,R, 910 
012916018,Poblacion Sur,Bgy,,,,R, 598 
012916019,San Gaspar,Bgy,,,,R, 386 
012916020,San Tiburcio,Bgy,,,,R, 596 
012916021,Sorioan,Bgy,,,,R, 595 
012916022,Ubbog,Bgy,,,,R, 184 
012917000,San Emilio,Mun,,,4th,," 7,206 "
012917001,Cabaroan (Pob.),Bgy,,,,R," 1,121 "
012917002,Kalumsing,Bgy,,,,R, 731 
012917003,Lancuas,Bgy,,,,R, 932 
012917004,Matibuey,Bgy,,,,R," 1,060 "
012917005,Paltoc,Bgy,,,,R, 541 
012917006,Sibsibbu,Bgy,,,,R, 621 
012917007,Tiagan,Bgy,,,,R," 1,524 "
012917008,San Miliano,Bgy,,,,R, 676 
012918000,San Esteban,Mun,,,5th,," 8,381 "
012918001,Ansad,Bgy,,,,U, 643 
012918002,Apatot,Bgy,,,,R," 1,590 "
012918003,Bateria,Bgy,,,,U, 506 
012918004,Cabaroan,Bgy,,,,R, 882 
012918005,Cappa-cappa,Bgy,,,,R, 813 
012918006,Poblacion,Bgy,,,,U, 801 
012918007,San Nicolas,Bgy,,,,R," 1,073 "
012918008,San Pablo,Bgy,,,,R, 978 
012918009,San Rafael,Bgy,,,,U, 721 
012918010,Villa Quirino,Bgy,,,,U, 374 
012919000,San Ildefonso,Mun,,,5th,," 8,190 "
012919001,Arnap,Bgy,,,,R, 244 
012919002,Bahet,Bgy,,,,R, 990 
012919003,Belen,Bgy,,,,R, 120 
012919004,Bungro,Bgy,,,,R, 688 
012919006,Busiing Sur,Bgy,,,,R, 664 
012919007,Busiing Norte,Bgy,,,,R, 934 
012919009,Dongalo,Bgy,,,,R, 379 
012919010,Gongogong,Bgy,,,,R, 350 
012919011,Iboy,Bgy,,,,R, 467 
012919013,Otol-Patac,Bgy,,,,R, 597 
012919014,Poblacion East,Bgy,,,,R, 722 
012919015,Poblacion West,Bgy,,,,R, 616 
012919016,Kinamantirisan,Bgy,,,,R, 296 
012919017,Sagneb,Bgy,,,,R, 357 
012919018,Sagsagat,Bgy,,,,R, 766 
012920000,San Juan,Mun,Lapog,,3rd,," 26,674 "
012920001,Bacsil,Bgy,,,,R," 1,012 "
012920002,Baliw,Bgy,,,,R, 922 
012920003,Bannuar (Pob.),Bgy,,,,R," 1,250 "
012920004,Barbar,Bgy,,,,R," 1,360 "
012920005,Cabanglotan,Bgy,,,,R," 1,014 "
012920006,Cacandongan,Bgy,,,,R, 324 
012920007,Camanggaan,Bgy,,,,R, 650 
012920008,Camindoroan,Bgy,,,,R, 917 
012920009,Caronoan,Bgy,,,,R, 670 
012920010,Darao,Bgy,,,,R, 430 
012920012,Dardarat,Bgy,,,,R, 542 
012920013,Guimod Norte,Bgy,,,,R, 381 
012920014,Guimod Sur,Bgy,,,,R, 959 
012920015,Immayos Norte,Bgy,,,,R, 713 
012920016,Immayos Sur,Bgy,,,,R, 255 
012920017,Labnig,Bgy,,,,R," 1,137 "
012920018,Lapting,Bgy,,,,R," 1,215 "
012920019,Lira (Pob.),Bgy,,,,R, 888 
012920020,Malamin,Bgy,,,,R, 699 
012920021,Muraya,Bgy,,,,R, 753 
012920022,Nagsabaran,Bgy,,,,R, 953 
012920023,Nagsupotan,Bgy,,,,R," 1,414 "
012920025,Pandayan (Pob.),Bgy,,,,R, 577 
